"module name","license","repository"
"strip-final-newline@2.0.0","MIT","https://github.com/sindresorhus/strip-final-newline"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-color@8.1.1","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"test-exclude@6.0.0","ISC","https://github.com/istanbuljs/test-exclude"
"text-table@0.2.0","MIT","https://github.com/substack/text-table"
"tmpl@1.0.5","BSD-3-Clause","https://github.com/daaku/nodejs-tmpl"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"ts-api-utils@1.0.3","MIT","https://github.com/JoshuaKGoldberg/ts-api-utils"
"ts-jest@29.4.12","MIT","https://github.com/kulshekhar/ts-jest"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"type-detect@4.0.8","MIT","https://github.com/chaijs/type-detect"
"type-fest@0.20.2","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"type-fest@0.21.3","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"type-fest@4.41.0","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"typescript@5.2.2","Apache-2.0","https://github.com/Microsoft/TypeScript"
"uglify-js@3.19.3","BSD-2-Clause","https://github.com/mishoo/UglifyJS"
"undici-types@5.26.5","MIT","https://github.com/nodejs/undici"
"update-browserslist-db@1.3.3","MIT","https://github.com/browserslist/update-db"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"v8-to-istanbul@9.1.3","ISC","https://github.com/istanbuljs/v8-to-istanbul"
"walker@1.0.8","Apache-2.0","https://github.com/daaku/nodejs-walker"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"wordwrap@1.0.0","MIT","https://github.com/substack/node-wordwrap"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"write-file-atomic@4.0.2","ISC","https://github.com/npm/write-file-atomic"
"y18n@5.0.8","ISC","https://github.com/yargs/y18n"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist"
"yargs-parser@21.1.1","ISC","https://github.com/yargs/yargs-parser"
"yargs@17.7.2","MIT","https://github.com/yargs/yargs"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
